,base_extinct_level,baseline_connectence,baseline_n_plant,baseline_n_pollinators,connectence,degree,total_plants_in_base_extinctions,total_plants_in_base_extinctions_diploid,total_plants_in_base_extinctions_polyploid,total_plants_in_base_extinctions_unknown,total_plants_in_primary_extinctions,total_plants_in_primary_extinctions_diploid,total_plants_in_primary_extinctions_polyploid,total_plants_in_primary_extinctions_unknown,total_plants_prior_extinction,total_plants_prior_extinction_diploid,total_plants_prior_extinction_polyploid,total_plants_prior_extinction_unknown,total_pollinator_in_base_extinctions,total_pollinator_in_primary_extinctions,total_pollinators_prior_extinction
0,Plant,0.08080803546125956,33.0,54.0,0.08080803546125956,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,2.0,0.0,31.0,0.0,4.0,54.0
1,Pollinator,0.08080803546125956,33.0,54.0,0.0829326424683639,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,32.0,2.0,0.0,30.0,2.0,0.0,52.0
2,Plant,0.08080803546125956,33.0,54.0,0.07999994838713008,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,29.0,0.0,3.0,50.0
3,Pollinator,0.08080803546125956,33.0,54.0,0.0860057682173701,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,26.0,2.0,0.0,49.0
