,base_extinct_level,baseline_connectence,baseline_n_plant,baseline_n_pollinators,connectence,degree,total_plants_in_base_extinctions,total_plants_in_base_extinctions_diploid,total_plants_in_base_extinctions_polyploid,total_plants_in_base_extinctions_unknown,total_plants_in_primary_extinctions,total_plants_in_primary_extinctions_diploid,total_plants_in_primary_extinctions_polyploid,total_plants_in_primary_extinctions_unknown,total_plants_prior_extinction,total_plants_prior_extinction_diploid,total_plants_prior_extinction_polyploid,total_plants_prior_extinction_unknown,total_pollinator_in_base_extinctions,total_pollinator_in_primary_extinctions,total_pollinators_prior_extinction
0,Plant,0.1201294800990906,11.0,28.0,0.1201294800990906,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,6.0,0.0,3.0,28.0
1,Pollinator,0.1201294800990906,11.0,28.0,0.126922588759274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,4.0,1.0,5.0,1.0,0.0,26.0
2,Plant,0.1201294800990906,11.0,28.0,0.127999488002048,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,5.0,0.0,2.0,25.0
3,Pollinator,0.1201294800990906,11.0,28.0,0.14492683610224105,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,4.0,0.0,0.0,23.0
