,plant_name,Acmaeodera bipunctata ,Acmaeodera boryi ,Acmaeodera brevipes ,Actinoptera mamulae,Adela ausralis,Adia cinerella ,Agrilus viridis ,Alophora pusilla,Amasis lateralis,Amasis similis,Amblyteles armatorius,Amegilla albigena,Amegilla quadrifasciata,Amictus pictus ,Amictus validus ,Ammatomus rogenhoferi,Ammobates oraniensis,Ammophila heydeni,Amphicoma apicalis,Amphicoma distincta,Amphicoma lasserei ,Ancistrocerus longispinosus hellenicus,Andrena alfkenella,Andrena athenensis,Andrena balcanica,Andrena bicolor,Andrena bicolorata,Andrena caneae,Andrena carbonaria,Andrena cinereophila,Andrena clypeata,Andrena combaella,Andrena concinna,Andrena crassana,Andrena distinguenda,Andrena flavipes,Andrena fulvitarsis,Andrena gallinula,Andrena grossella,Andrena hattorfiana,Andrena hesperia,Andrena humilis,Andrena hyemala,Andrena impunctata,Andrena kriechbaumeri,Andrena lamiana,Andrena mocsaryi,Andrena mucronata,Andrena nana,Andrena nigroaenea,Andrena nobilis,Andrena optata,Andrena oralis,Andrena orientata,Andrena osyychniuki,Andrena panurgimorpha,Andrena panurgina,Andrena rugothorace,Andrena schmiedeknechti,Andrena schulzi,Andrena scita,Andrena simontornyella,Andrena sp1 M_PL_015,Andrena sp2 M_PL_015,Andrena sp3 M_PL_015,Andrena taraxaci,Andrena thomsoni,Andrena tomora,Andrena trucatilabris,Andrena ventricosa,Andrena westensis,Anthaxia praeclara ,Anthaxia quadripunctata ,Anthaxia sp1 M_PL_015,Anthaxia umbellatarum ,Anthidiellum strigatum luteum,Anthidium dalmaticum,Anthidium florentinum,Anthidium manicatum,Anthidium taeniatum,Anthidium undulatum,Anthocopa andrenoides,Anthocopa bidentata,Anthocopa bisulca,Anthocopa obtusa,Anthocopa papaveris,Anthocopa perezi,Anthocopa scutellaris,Anthocopa spinigera,Anthocopa yermasoyiae corcyraea,Anthomyia confusanea ,Anthomyia pluvialis ,Anthophora agama,Anthophora atroalba,Anthophora canescens,Anthophora dufouri,Anthophora garrula,Anthophora magnilabris,Anthophora nigrocincta,Anthophora ochroleuca,Anthophora pilipes,Anthophora retusa,Anthophora rubricrus,Anthrax candens ,Anthrax discollis ,Anthrax sp1 M_PL_015,Anthrax sp2 M_PL_015,Anthrenus museorum ,Anthrenus pimpinellae ,Anthrenus sp1 M_PL_015,Anthrenus sp2 M_PL_015,Anthrenus sp3 M_PL_015,Anthrenus verbasci ,Apis mellifera,Aplocnemus sp1 M_PL_015,Arge scita,Aricia agestis,Artogeia rapae ,Athalia glabricollis,Athrycia trepida,Attagenus bifasciatus ,Attagenus sp1 M_PL_015,Attagenus sp2 M_PL_015,Bembicinus peregrinus,Bembix oculata,Bembix pallida,Bibio hortulanus,Bibio leucopterus ,Bibio marci ,Bithia acanthophora,Bithia sp1 M_PL_015,Bombus argillaceus,Bombus terrestris,Bombylius breviusculum ,Bombylius canescens ,Bombylius cinerascens ,Bombylius discolor ,Bombylius fuliginosus ,Bombylius fulvescens ,Bombylius medius ,Bombylius sp1 M_PL_015,Bombylius sp2 M_PL_015,Bombylius undatus ,Bombylius vulpinus ,Brachyodynerus quadrimaculatus,Bruchus biguttatus,Bruchus holosericeus ,Bruchus sp1 M_PL_015,Bruchus sp2 M_PL_015,Bruchus sp3 M_PL_015,Bruchus tibialis ,Calliphora vicina,Calliphora vomitoria,Callophrys rubi,Calocoris angularis,Calocoris cinctipes,Calocoris histrio,Calocoris nemoralis,Calocoris sp1 M_PL_015,Carcharodus alceae,Carpocoris mediterraneus,Carpocoris pudicus,Celonites abbreviatus,Celonites cyprius smyrnensis,Cephidae sp1 M_PL_015,Ceratina acuta,Ceratina bispinosa,Ceratina cucurbitina,Ceratina cyanea,Ceratina dallatorreana,Ceratina dentiventris,Ceratina loewi,Ceratina nigra,Ceratina nigrolabiata,Ceratina parvula,Cerceris arenaria,Cerceris eryngii,Cerceris flavicornis,Cerceris sabulosa,Cerioides conopoides,Chalicodoma albocristata,Chalicodoma ericetorum,Chalicodoma hungarica,Chalicodoma lefebvrei,Chalicodoma manicata,Chalicodoma montenegrensis,Chalicodoma parietina nestorea,Chalicodoma pyrenaica,Chalybion omissum,Chamaesyrphus sp1 M_PL_015,Chelostoma appendiculatum,Chelostoma campanularum,Chelostoma emarginatum,Chelostoma hellenicum,Chelostoma transversum,Chlorodynerus ypsilon rhodius,Chrysis analis,Chrysis incisa,Chrysis sp1 M_PL_015,Chrysis verna,Chrysotoxum intermedium,Clairvillia pninae,Clypeocampulum lubricum,Clytiomyia sp1 M_PL_015,Coccinella sep,Coelioxys afra,Coelioxys aurolimbata,Coelioxys rufocaudata,Colias crocea ,Colletes eous,Colletes foveolaris,Colletes spectabilis,Conophorus glaucescens ,Conophorus pussillus M_PL_015,Conops flavifrons,Coptocephala unifasciata,Coreidae sp1 M_PL_015,Coriomeris hirticornis,Coriomeris spinolai,Corizus hyosocyami,Creightonella albisecta,Cuneala dahli,Cuphocera ruficornis,Cylindromyia auriceps,Cylindromyia brassicaria,Cylindromyia rufifrons,Cytherea pallasii M_PL_015,Danacaea nigritarsis,Dasypoda sp1 M_PL_015,Dasytes striatulus ,Dasytes tristiculus,Delia hirticrura,Delia platura ,Deraeocoris schach,Dionaea aurifrons,Dionaea diagramma,Diphyrus quadripunctorius,Dolycoris baccarum,Dorycera hybrida,Ectemnius crassicornis,Elampus spina,Empis sp1 M_PL_015,Empis sp2 M_PL_015,Enneastigma triplex ,Eoanthidium elongatum,Eoanthidium insulare,Epicometis hirta ,Episyrphus balteatus,Eristalinus aeneus,Eristalis arbustorum,Eristalis pratorum,Eristalis sp1 M_PL_015,Eristalis taeniops,Eristalis tenax,Eristalis ventralis,Eucera albofasciata,Eucera bidentata,Eucera clypeata,Eucera furfurea,Eucera nigrescens contraria,Eucera nigrilabris rufitarsis,Eucera parnassia,Eucera punctulata,Eucera seminuda,Eucera sp1 M_PL_015,Eucera sp2 M_PL_015,Euchloe ausonia,Eumenes dubius,Eumenes lunulatus,Eumerus amoenus,Eumerus basalis,Eumerus pulchellus,Eumerus pusillus,Eumerus sp1 M_PL_015,Eumerus sp2 M_PL_015,Eumerus tricolor,Euodynerus velutinus,Eupavlovskia funeraria,Eurydema ornatum,Exhyalanthrax sp1 M_PL_015,Exochomus nigromaculatus,Exoprosopa jacchus ,Exoprosopa megerlei M_PL_015,Exoprosopa onusta ,Freyeria trochylus,Gasteruption granulithorax,Gasteruption rubricans,Gasteruption terrestre,Geron gibbosus ,Geron sp1 M_PL_015,Geron sp2 M_PL_015,Geron sp3 M_PL_015,Geron sp4 M_PL_015,Glaucopsyche alexis,Globicornis nigripes ,Globicornis sp1 M_PL_015,Gonepteryx rhamni,Graphomyia maculata ,Graphosoma lineatum,Gymnosoma sp1 M_PL_015,Habropoda tarsata,Halictus asperulus,Halictus brunnescens,Halictus cephalicus,Halictus gemmeus,Halictus graecus,Halictus pollinus,Halictus resurgens,Halictus scabiosae,Halictus smaragdulus,Halictus sp1 M_PL_015,Halictus sp2 M_PL_015,Halictus subauratus,Halictus tectus,Halictus tetrazonius,Hebecnema fumosa,Helina evecta,Helina reversio,Helophilus trivittatus,Hemipenthes velutinus ,Heriades coelostomus,Heriades crenulatus,Heriades dalmaticus,Heriades trucorum,Heringia heringi,Heringia sp1 M_PL_015,Heterocnemis graeca ,Hoplitis crenulata,Hoplitis curvipes,Hoplitis fabrei,Hoplitis manicata,Hoplitis pallicornis,Hoplitis pici,Hoplitis rufohirta,Hoplitis sp1 M_PL_015,Hoplitis sp2 M_PL_015,Hoplitis sybarita,Hydrotaea cinerea,Hylaeus bifasciatus,Hylaeus imparilis,Hylaeus lineolatus,Hylaeus meridionalis,Hylaeus pictus,Hylaeus punctatus,Hylaeus signatus,Hylaeus variegatus,Hymenoptera sp9 M_PL_015,Hypovoria hilaris,Icteranthidium grohmanni,Iphiclides podalirius,Lasioglossum aeratum,Lasioglossum anellum,Lasioglossum brevicome,Lasioglossum convexiusculum,Lasioglossum crassepunctatum,Lasioglossum cristula donatum,Lasioglossum laticeps hellenicum,Lasioglossum leucozonium clusium,Lasioglossum limbelloides,Lasioglossum limbellum,Lasioglossum lineare,Lasioglossum lucidulum,Lasioglossum malachurum,Lasioglossum marginatum,Lasioglossum mediterraneum,Lasioglossum mesosclerum,Lasioglossum nigripes,Lasioglossum nitidulum fudakowskii,Lasioglossum obscuratum acerbum,Lasioglossum pauxillum,Lasioglossum politum,Lasioglossum pygmaeum patulum,Lasioglossum quadrinotatum,Lasioglossum sp1 M_PL_015,Lasioglossum subaenescens asiaticum,Lasioglossum transitorium,Lasioglossum villosulum,Lasioglossum zonulum,Lasiomma seminitidum,Lasiopa balius,Leptochilus alpestris,Leptochilus limbiferus,Leptochilus regulus,Lestica clypeata,Leucophora dissimilis,Leucophora sp1 M_PL_015,Linnaemyia soror,Liorhyssus hyalinus,Liriomyza cicerina ,Liriomyza orbona ,Lomatia atropos ,Lomatia erinnys ,Lomatia grajugena ,Lomatia sabaea ,Loricula sp1 M_PL_015,Loxocnemis dentator,Lucilia sericata,Lycaena phlaeas ,Lygaeus equestris,Macroglossum stellatarum,Macrophya teutona,Macrotylus nigricornis,Malachius bipustulatus ,Malachius geniculatus,Malachius marginellus ,Malachius sp1 M_PL_015,Maniola jurtina,Medetera sp1 M_PL_015,Megachile giraudi bicoloriventris,Megachile pacifica,Megachile pilidens,Megachile sp1 M_PL_015,Megachile sp2 M_PL_015,Megachile sp3 M_PL_015,Megachile sp4 M_PL_015,Megachile villipes,Melanagromyza sp1 M_PL_015,Melanargia larissa,Melanostoma mellinum,Melecta albifrons albovaria,Melecta tuberculata,Meligethes sp1 M_PL_015,Meliscaeva auricollis ,Merodon albifrons,Merodon annulatus,Merodon avidus,Merodon clavipes,Merodon femoratus,Merodon longicornis,Merodon minutus,Merodon nigritarsis,Merodon sp1 M_PL_015,Merodon sp2 M_PL_015,Merodon sp3 M_PL_015,Merodon sp4 M_PL_015,Mesanthidium carduele,Mesochorus sp1 M_PL_015,Metallinella brevicornis,Metasyrphus corollae,Metasyrphus lapponicus,Metopoplax origani,Miltogramma murinum,Miltogramma sp1 M_PL_015,Muscina stabulans,Myathropa florea,Mycterus curculioides ,Mylabris quadripunctata ,Myopa sp1 M_PL_015,Napomyza sp1 M_PL_015,Nemognatha chrysomelina ,Nemoptera sp1 M_PL_015,Neocnemodon latitarsis,Neohipparchia fatua,Neomyia cornicina,Nomada babiyi,Nomada basalis,Nomada callimorpha,Nomada corcyraea,Nomada distinguenda,Nomada eos,Nomada erythrocephala,Nomada femoralis,Nomada fucata,Nomada imperialis,Nomada lucidula,Nomada mavromoustakisi,Nomada nobilia,Nomada propinqua,Nomada rubricolis,Nomada sp1 M_PL_015,Nomada succinta,Nomada trispinosa,Nomia sp1 M_PL_015,Nomioides facilis,Nordmannia ilicis,Nysius cymoides,Nysius graminicola,Ocinimorpha novakii,Odinophora occidentalis,Odontotarsus sp1 M_PL_015,Odynerus albopictus,Odynerus femoratus,Odynerus melanocephalus,Odynerus poecilus,Oedemera flavipes,Oedemera sp1 M_PL_015,Oligodranes sp1 M_PL_015,Orellia falcata,Orphilus niger,Orthocladius sp1 M_PL_015,Oscinella frit,Osmia apicata,Osmia aurulenta,Osmia caerulescens,Osmia fulviventris,Osmia latrellei,Osmia longiceps,Osmia melanogaster,Osmia moreensis,Osmia mustelina,Osmia nana,Osmia nicosiana,Osmia signata,Osmia sp1 M_PL_015,Osmia subcornuta,Osmia versicolor,Oxycarenus hyalinipennis,Oxythyrea funesta ,Oxytorus armatus,Papilio alexanor,Papilio machaon,Paragus bicolor,Paragus haemorrhous,Paragus quadrifasciatus,Paragus tibialis ,Paravespula germanica,Paregle audacula,Parontodynerus ephippium,Pemphredon lethifer,Petrorossia hesperus ,Petrorossia sp1 M_PL_015,Phaniosoma sp1 M_PL_015,Phthiria canescens ,Phthiria umbripennis ,Phthiria vagans ,Physocephala sp1 M_PL_015,Phyto adolescens,Phytomyza sp1 M_PL_015,Pieris brassicae,Plagiognathus bipunctatus,Podonta milleri ,Polistes associus,Polistes dominulus,Polistes gallicus,Pollenia longitheca,Pollenia ruddis ,Polyommatus icarus ,Pontia daplidice ,Prionyx kirbyi,Protosmia tauricola,Proxylocopa olivieri,Psallus ancorifer,Psallus sp1 M_PL_015,Pseudapis diversipes,Pseudapis monstrosa,Pseudapis unidentata,Pseudoanthidium alpinum,Pseudoanthidium cribratum,Pseudoanthidium lituratum,Pseudoheriades asiaticus,Pseudoheriades hofferi,Pseudophilotes vicrama shiffermuelleri,Pseudospinolia uniformis,Psilothrix cyaneus ,Pyrgus centaureae,Rhagonycha sp1 M_PL_015,Rhamphomyia sp1 M_PL_015,Rhodanthidium caturigense,Rhodanthidium septemdentatum,Rophites algirus graecus,Rophites quinquespinosus,Sapyga quinquepunctata,Sarcophaga consanguinea,Sarcophaga graeca,Sarcophaga haemorrhoides,Sarcophaga novercoides,Sarcophaga portchinskyana,Sarcophaga sp1 M_PL_015,Sarcophaga sp2 M_PL_015,Sarcophaga sp3 M_PL_015,Sarcophaga sp4 M_PL_015,Sarcophaga taurica,Satyrus ferula,Scaeva albomaculata,Scaeva pyrastri,Scaeva selenitica,Scaptomyza pallida,Scatophaga stercoraria,Sceliphron destillatorium,Sciocoris sp1 M_PL_015,Scolia galbula,Scolia hirta,Selenocephalus pallidus,Sepsis sp1 M_PL_015,Sicus sp1 M_PL_015,Siphona confusa,Siphona sp1 M_PL_015,Smittia sp1 M_PL_015,Spallanzania hebes,Spallanzania rectistylum,Spermatophagus kuesteri ,Spermophagus sericeus ,Sphaerophoria scripta,Sphecodes ephippius,Sphex pruinosus,Sphex rufocinctus,Stelis punctulatissima,Stevenia signata,Stizoides tridentatus,Stizus ruficornis,Strangalia bifasciata ,Strymonidia spini,Symmorphus gracilis,Syritta pipiens,Syrphus vitripennis ,Systropha planidens,Tachina fera,Tachina vernalis,Tachysphex incertus,Tachysphex pepa,Tehthredo zona,Tehthredo zonula,Tephritis sp1 M_PL_015,Tetralonia alternans,Thymelicus acteon,Thyreus ramosus,Thyreus truncatus,Thyridanthrax obliteratus ,Thyridanthrax polyphemus ,Thyridanthrax sp1 M_PL_015,Thyridanthrax sp2 M_PL_015,Tiphia caucasica,Toxophora maculata ,Trianthidium caturigense ducale,Trichodes favarius Illiger,Trichodes graecus,Trichodes punctatus viridifasciatus,Trielis quinquecincta,Trogoderma sp1 M_PL_015,Unidentified sp1 M_PL_015,Unidentified sp10 M_PL_015,Unidentified sp11 M_PL_015,Unidentified sp12 M_PL_015,Unidentified sp13 M_PL_015,Unidentified sp14 M_PL_015,Unidentified sp15 M_PL_015,Unidentified sp16 M_PL_015,Unidentified sp17 M_PL_015,Unidentified sp18 M_PL_015,Unidentified sp19 M_PL_015,Unidentified sp2 M_PL_015,Unidentified sp20 M_PL_015,Unidentified sp21 M_PL_015,Unidentified sp22 M_PL_015,Unidentified sp23 M_PL_015,Unidentified sp24 M_PL_015,Unidentified sp25 M_PL_015,Unidentified sp26 M_PL_015,Unidentified sp3 M_PL_015,Unidentified sp4 M_PL_015,Unidentified sp5 M_PL_015,Unidentified sp6 M_PL_015,Unidentified sp7 M_PL_015,Unidentified sp8 M_PL_015,Usia forcipata ,Vanessa atalanta ,Villa hottentotta ,Xanthandrus comtus,Xylocopa iris,Xylocopa violacea,Zerynthia polyxena,Zodion sp1 M_PL_015,Zodion sp2 M_PL_015,Zonitis immaculata ,Zygaena carniolica,Zygaena punctum,is_exotic
0,acanthus spinosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,False
1,alcea pallida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2,alkanna tinctoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3,allium neapolitanum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
